,,midpoint_x,midpoint_y,length,angle_with_horizontal,dx,dy
0,0,6.824189080320379,3.6185741672113347,14.135135493434836,198.5483836675106,-13.400891079549398,-4.49646235298536
1,0,11.87425379438952,4.906492846420377,0.8663429671700861,263.2286362280229,-0.10214848318237735,-0.8602998454891226
2,0,12.495075760856501,5.013556399530046,1.2392215836778768,197.58654159709093,-1.1813024316487972,-0.37442582500909793
3,0,12.039762025602887,4.705957223896092,0.3500550249207048,258.04166228597467,-0.07253153477720353,-0.3424583141567723
4,0,7.442081889902893,2.954590466513224,12.28425106695084,198.09850641212634,-11.676473373160196,-3.8161228808522196
5,0,11.608450121175482,4.696582290000691,0.5819678802050788,194.2703259428771,-0.5640104026839765,-0.1434534044721545
6,0,11.238267332336495,4.549578429145412,0.5546572114090861,257.1591365375445,-0.12326919272498138,-0.5407858432809007
7,0,10.87386071483046,4.780059044725618,0.4928611517500256,255.93554730583566,-0.11977178503233787,-0.47808663902532267
8,0,10.829177436490019,4.372737696102405,0.41320622686170283,263.38544735528444,-0.04759700011045709,-0.41045573634409127
9,0,11.083042675772042,4.724820893734687,0.7427257777279909,258.86987548090195,-0.1433742066882786,-0.7287560756234939
10,0,10.730908826340693,4.722744677446059,0.4978985016284299,260.37991556451107,-0.08320599295381115,-0.49089681264030016
11,0,11.40684989996022,4.493687163150867,0.2809611600950284,97.12225314522554,-0.03483549760140647,0.2787932237139321
12,0,11.49379129622356,4.518555784841226,0.27852903223980924,96.31186629703267,-0.030621527474105292,0.27684064704374123
13,0,11.999106344221403,3.6378604021728336,2.0763753172707697,196.69399255459842,-1.9888615361839097,-0.5964597623138275
14,0,12.526072347467178,3.4497412706150214,0.7948921008315004,190.14251779866112,-0.7824701419690197,-0.1399783157896195
15,0,5.307608508937136,1.743397436390211,0.8007178160489946,278.4690030666423,0.11792518258582785,-0.7919865353971434
16,0,5.302583113778568,2.0393792955190975,0.25936301477927914,258.00162526128247,-0.05391740655473676,-0.2536968401573181
17,0,5.210508649205192,0.8879303432640597,0.7907628703010036,277.13221636607256,0.09818066504533007,-0.7846441703459845
